,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
33369,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,greatchance,greatchance,Chelsea,Open Play,60:32,O. Giroud,1.0,17.0,Head,2,4,2,0,Missed,Willian,Cross High,-92.0,13.0,N. Kante,Open Play Pass
33370,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,greatchance,greatchance,Chelsea,Open Play,66:28,O. Giroud,2.0,41.0,Right,3,1,2,0,Woodwork,Marcos Alonso,Cross Low,69.0,43.0,E. Hazard,Open Play Pass
33371,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,77:32,Alvaro Morata,46.0,86.0,Right,3,1,3,0,Saved,E. Hazard,Open Play Pass,29.0,128.0,N. Kante,Open Play Pass
33372,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,79:45,Alvaro Morata,57.0,54.0,Right,2,1,4,0,Defended,E. Hazard,Open Play Pass,68.0,43.0,Willian,Open Play Pass
33363,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,49:29,G. Cahill,37.0,102.0,Right,2,2,3,1,Missed,Fabregas,Open Play Pass,-48.0,203.0,Azpilicueta,Open Play Pass
33364,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,greatchance,greatchance,Chelsea,Open Play,50:20,Willian,-13.0,31.0,Right,3,1,2,0,Defended,O. Giroud,Cross Low,48.0,42.0,Willian,Open Play Pass
33362,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,greatchance,greatchance,Crystal Palace,Open Play,46:43,A. Sorloth,45.0,29.0,Left,3,1,1,0,Woodwork,W. Zaha,Open Play Pass,70.0,43.0,-,-
33357,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,11:24,A. Townsend,35.0,69.0,Left,2,3,3,1,Missed,C. Benteke,Open Play Pass,72.0,48.0,P. van Aanholt,Throw in
33358,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,10:04,Willian,-63.0,75.0,Left,3,2,5,1,Saved,E. Hazard,Open Play Pass,-71.0,109.0,Fabregas,Open Play Pass
33359,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,08:55,D. Zappacosta,-56.0,47.0,Left,2,3,5,2,Defended,Fabregas,Open Play Pass,8.0,106.0,E. Hazard,Open Play Pass
33360,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,08:13,N. Kante,24.0,87.0,Right,3,2,2,1,Saved,-,-,-,-,-,-
33361,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,goodchance,goodchance,Chelsea,Open Play,04:17,O. Giroud,-6.0,39.0,Head,2,1,1,0,Missed,D. Zappacosta,Cross High,-126.0,76.0,E. Hazard,Open Play Pass
33356,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,15:46,Willian,43.0,82.0,Left,3,2,3,0,Saved,Fabregas,Open Play Pass,16.0,151.0,E. Hazard,Open Play Pass
33355,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,17:15,N. Kante,-12.0,102.0,Right,2,2,4,0,Defended,E. Hazard,Open Play Pass,-33.0,94.0,-,-
33354,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,poorchance,poorchance,Chelsea,Open Play,22:50,Willian,-22.0,100.0,Right,2,2,6,2,Missed,D. Zappacosta,Open Play Pass,-88.0,95.0,E. Hazard,Open Play Pass
33353,EngPr,2463086,2018-03-10,17:30:00,Chelsea,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,26:49,A. Sorloth,-13.0,56.0,Left,1,1,2,0,Missed,C. Benteke,Open Play Pass,19.0,53.0,L. Milivojevic,Open Play Pass
33321,EngPr,2463088,2018-03-10,15:00:00,Huddersfield Town,Swansea City,poorchance,poorchance,Huddersfield Town,Open Play,63:47,F. Hadergjonaj,-42.0,84.0,Right,3,2,5,1,Missed,A. Mooy,Corner,-136.0,0.0,F. Hadergjonaj,Corner Won
33322,EngPr,2463088,2018-03-10,15:00:00,Huddersfield Town,Swansea City,poorchance,poorchance,Huddersfield Town,Open Play,63:11,A. Mooy,51.0,100.0,Right,2,2,3,1,Defended,A. Pritchard,Open Play Pass,76.0,96.0,-,Open Play Pass
33290,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,West Bromwich Albion,Open Play,39:02,C. Brunt,13.0,94.0,Left,2,3,2,0,Missed,O. Burke,Open Play Pass,-26.0,82.0,J. Livermore,Open Play Pass
33320,EngPr,2463088,2018-03-10,15:00:00,Huddersfield Town,Swansea City,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,71:19,S. Mounie,-29.0,29.0,Head,2,3,1,0,Saved,S. Malone,Cross High,116.0,20.0,R. van La Parra,Open Play Pass
33319,EngPr,2463088,2018-03-10,15:00:00,Huddersfield Town,Swansea City,greatchance,greatchance,Huddersfield Town,Open Play,79:40,S. Mounie,5.0,33.0,Head,1,3,1,0,Missed,T. Ince,Cross High,80.0,74.0,J. Hogg,Shot (Opposition Rebound)
33270,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,Burnley,Open Play,40:48,A. Westwood,-44.0,77.0,Right,3,3,4,0,Defended,A. Lennon,Open Play Pass,-68.0,48.0,M. Lowton,Open Play Pass
33272,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,greatchance,greatchance,West Ham United,Open Play,38:26,M. Lanzini,-30.0,46.0,Right,3,0,1,0,Saved,A. Ogbonna,Open Play Pass,-51.0,188.0,M. Noble,Open Play Pass
33273,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,30:37,P. Zabaleta,-38.0,56.0,Head,2,3,1,0,Missed,M. Antonio,Cross High,107.0,66.0,A. Cresswell,Open Play Pass
33274,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,West Ham United,Open Play,20:28,M. Antonio,77.0,76.0,Right,3,3,2,0,Saved,M. Noble,Open Play Pass,-9.0,188.0,J. Collins,Open Play Pass
33275,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,verygoodchance,verygoodchance,West Ham United,Open Play,16:25,Joao Mario,-20.0,37.0,Right,2,0,3,1,Missed,A. Cresswell,Corner,136.0,1.0,M. Antonio,Corner Won
33276,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,14:47,M. Lanzini,14.0,75.0,Right,2,3,2,0,Missed,M. Arnautovic,Open Play Pass,51.0,82.0,M. Lanzini,Open Play Pass
33277,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,verygoodchance,verygoodchance,West Ham United,Open Play,12:48,M. Arnautovic,-51.0,24.0,Right,1,3,2,0,Saved,Joao Mario,Open Play Pass,-57.0,155.0,M. Lanzini,Open Play Pass
33278,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,goodchance,goodchance,Burnley,Open Play,05:24,B. Mee,24.0,49.0,Head,2,4,2,0,Missed,J. Gudmundsson,Free Kick,-104.0,163.0,A. Barnes,Free Kick Won
33279,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,Burnley,Open Play,61:55,A. Barnes,56.0,79.0,Left,2,3,2,0,Missed,C. Wood,Open Play Pass,26.0,81.0,A. Barnes,Open Play Pass
33280,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,86:40,W. Ndidi,4.0,100.0,Right,2,1,3,1,Missed,B. Chilwell,Cross High,115.0,35.0,R. Mahrez,Open Play Pass
33271,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,38:58,A. Cresswell,68.0,55.0,Left,3,2,5,0,Defended,Joao Mario,Corner,-136.0,2.0,M. Lanzini,Corner Won
33269,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,West Ham United,Open Play,46:42,Joao Mario,48.0,88.0,Right,2,0,2,0,Missed,M. Lanzini,Open Play Pass,130.0,98.0,A. Cresswell,Open Play Pass
33268,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,goodchance,goodchance,West Ham United,Open Play,54:58,A. Cresswell,53.0,51.0,Right,3,3,2,1,Defended,M. Lanzini,Cross Low,59.0,23.0,M. Antonio,Open Play Pass
33247,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,goodchance,goodchance,Liverpool,Dangerous Moment,48:50,Mohamed Salah,-23.0,38.0,Left,0,3,1,0,Defended,Roberto Firmino,Open Play Pass,17.0,114.0,A. Oxlade-Chamberlain,Open Play Pass
33248,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,49:58,A. Oxlade-Chamberlain,-9.0,117.0,Right,2,2,3,0,Defended,S. Mane,Open Play Pass,77.0,112.0,A. Robertson,Open Play Pass
33249,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,53:00,S. Mane,34.0,93.0,Left,2,3,2,0,Defended,A. Oxlade-Chamberlain,Open Play Pass,-49.0,136.0,-,-
33250,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,53:29,A. Oxlade-Chamberlain,-31.0,110.0,Right,2,2,4,0,Defended,E. Can,Open Play Pass,-22.0,85.0,Mohamed Salah,Open Play Pass
33251,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Dangerous Moment,53:55,A. Robertson,80.0,35.0,Left,0,1,1,0,Defended,J. Milner,Open Play Pass,53.0,62.0,E. Can,Open Play Pass
33252,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,73:26,Roberto Firmino,13.0,104.0,Right,2,3,4,1,Defended,S. Mane,Open Play Pass,30.0,112.0,A. Robertson,Open Play Pass
33253,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,verygoodchance,verygoodchance,Manchester United,Open Play,84:46,Mata,7.0,29.0,Left,2,3,2,0,Defended,A. Sanchez,Cross Low,90.0,16.0,-,-
33254,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,fairlygoodchance,fairlygoodchance,Southampton,Open Play,65:54,J. Stephens,10.0,34.0,Head,1,4,4,2,Missed,J. Ward-Prowse,Corner,-136.0,0.0,J. Sims,Corner Won
33255,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,greatchance,greatchance,Newcastle United,Dangerous Moment,03:56,D. Gayle,-6.0,59.0,Left,0,2,1,0,Missed,J. Shelvey,Open Play Pass,-98.0,174.0,-,-
33256,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,poorchance,poorchance,Newcastle United,Open Play,14:11,Ayoze Perez,58.0,42.0,Right,2,4,2,0,Saved,Kenedy,Open Play Pass,69.0,267.0,-,-
33257,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,verygoodchance,verygoodchance,Newcastle United,Open Play,24:39,D. Gayle,9.0,71.0,Left,3,1,1,0,Saved,M. Diame,Turnover,-18.0,144.0,-,-
33258,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,poorchance,poorchance,Southampton,Open Play,26:22,Cedric Soares,-58.0,111.0,Right,1,1,2,1,Missed,J. Ward-Prowse,Cross Low,-109.0,52.0,G. Carrillo,Open Play Pass
33259,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,goodchance,goodchance,Newcastle United,Open Play,51:08,Ayoze Perez,25.0,30.0,Head,2,2,2,0,Missed,M. Ritchie,Corner,136.0,0.0,Ayoze Perez,Corner Won
33260,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,goodchance,goodchance,Newcastle United,Open Play,53:08,Kenedy,-20.0,56.0,Right,2,3,2,0,Missed,D. Yedlin,Cross Low,-112.0,92.0,J. Shelvey,Open Play Pass
33261,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,goodchance,goodchance,Southampton,Open Play,58:55,G. Carrillo,-24.0,27.0,Right,2,4,2,0,Saved,J. Sims,Cross Low,-90.0,20.0,S. Long,Open Play Pass
33262,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,verygoodchance,verygoodchance,Southampton,Open Play,64:09,R. Bertrand,2.0,32.0,Head,1,2,3,1,Missed,J. Ward-Prowse,Corner,-136.0,1.0,P. Hojbjerg,Corner Won
33263,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,poorchance,poorchance,Southampton,Open Play,65:12,J. Sims,-53.0,89.0,Right,2,3,2,0,Defended,S. Long,Open Play Pass,2.0,111.0,W. Hoedt,Open Play Pass
33264,EngPr,2463090,2018-03-10,15:00:00,Newcastle United,Southampton,poorchance,poorchance,Southampton,Open Play,75:58,J. Sims,-52.0,71.0,Left,3,3,2,0,Saved,S. Long,Open Play Pass,-39.0,76.0,J. Sims,Open Play Pass
33265,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,West Ham United,Open Play,83:56,M. Antonio,42.0,77.0,Right,2,2,3,0,Missed,M. Lanzini,Open Play Pass,61.0,118.0,A. Cresswell,Open Play Pass
33266,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,greatchance,greatchance,West Ham United,Open Play,80:14,M. Arnautovic,2.0,27.0,Head,3,4,1,0,Saved,Javier Hernandez,Cross High,-81.0,65.0,M. Lanzini,Open Play Pass
33267,EngPr,2463093,2018-03-10,15:00:00,West Ham United,Burnley,poorchance,poorchance,West Ham United,Open Play,78:13,M. Lanzini,-61.0,67.0,Right,2,3,3,0,Missed,M. Antonio,Open Play Pass,-78.0,29.0,J. Collins,Open Play Pass
33245,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,44:05,D. Lovren,13.0,18.0,Head,1,4,3,0,Missed,J. Milner,Corner,135.0,1.0,A. Robertson,Corner Won
33296,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,verygoodchance,verygoodchance,Leicester City,Open Play,81:37,H. Maguire,-8.0,32.0,Head,1,2,2,0,Missed,M. Albrighton,Corner,135.0,0.0,B. Chilwell,Corner Won
33298,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Direct Free-Kick,77:26,P. Gross,1.0,209.0,Right,2,0,2,0,Missed,-,-,-,-,-,-
33299,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Brighton & Hove Albion,Open Play,73:51,A. Knockaert,-47.0,82.0,Left,1,2,3,1,Missed,P. Gross,Open Play Pass,-22.0,97.0,A. Knockaert,Open Play Pass
33300,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Everton,Open Play,55:03,W. Rooney,-13.0,100.0,Right,3,3,4,1,Defended,-,-,-,-,-,-
33301,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,49:19,P. Gross,73.0,96.0,Right,2,1,3,0,Missed,G. Bong,Open Play Pass,128.0,115.0,D. Propper,Open Play Pass
33302,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Everton,Open Play,44:34,G. Sigurdsson,21.0,92.0,Left,2,2,2,0,Defended,W. Rooney,Open Play Pass,-58.0,160.0,L. Baines,Open Play Pass
33303,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Brighton & Hove Albion,Open Play,42:21,G. Murray,-3.0,43.0,Head,2,4,2,0,Saved,L. Dunk,Cross High,94.0,88.0,D. Propper,Open Play Pass
33304,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Everton,Open Play,37:55,W. Rooney,1.0,131.0,Right,1,2,5,3,Missed,L. Baines,Open Play Pass,67.0,152.0,-,-
33305,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,verygoodchance,verygoodchance,Everton,Open Play,33:00,Y. Bolasie,23.0,19.0,Head,2,3,1,0,Missed,P. Jagielka,Free Kick,14.0,233.0,T. Davies,Free Kick Won
33306,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,goodchance,goodchance,Everton,Open Play,28:34,Y. Bolasie,16.0,46.0,Right,1,2,5,1,Missed,G. Sigurdsson,Cross High,-92.0,39.0,W. Rooney,Open Play Pass
33307,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,24:36,G. Murray,29.0,94.0,Right,3,2,2,0,Saved,A. Knockaert,Open Play Pass,34.0,116.0,-,-
33308,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,goodchance,goodchance,Everton,Open Play,21:32,Y. Bolasie,-20.0,20.0,Right,3,4,2,1,Missed,G. Sigurdsson,Corner,134.0,0.0,Y. Bolasie,Corner Won
33309,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Everton,Dangerous Moment,17:54,Y. Bolasie,35.0,55.0,Right,0,3,2,0,Defended,L. Baines,Open Play Pass,6.0,256.0,-,-
33310,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Everton,Open Play,12:04,Y. Bolasie,64.0,93.0,Right,1,1,2,0,Missed,C. Tosun,Open Play Pass,90.0,100.0,L. Baines,Open Play Pass
33311,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,goodchance,goodchance,Everton,Open Play,07:36,P. Jagielka,-3.0,33.0,Head,3,3,4,1,Saved,G. Sigurdsson,Corner,-136.0,2.0,T. Walcott,Corner Won
33312,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,verygoodchance,verygoodchance,Everton,Open Play,03:12,S. Coleman,-48.0,28.0,Right,1,2,1,0,Missed,C. Tosun,Open Play Pass,-60.0,71.0,L. Baines,Open Play Pass
33313,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,goodchance,goodchance,Brighton & Hove Albion,Open Play,68:43,J. Locadia,42.0,34.0,Right,2,3,5,0,Defended,P. Gross,Cross High,-88.0,85.0,A. Knockaert,Corner
33314,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,84:37,M. Suttner,74.0,99.0,Left,1,2,3,0,Missed,-,-,-,-,-,-
33315,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,goodchance,goodchance,Brighton & Hove Albion,Open Play,90:33,P. Gross,-30.0,68.0,Right,3,1,2,0,Saved,L. Ulloa,Open Play Pass,11.0,89.0,-,-
33316,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Brighton & Hove Albion,Open Play,91:03,D. Propper,18.0,72.0,Right,3,2,7,2,Saved,-,-,-,-,-,-
33317,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,94:07,J. Izquierdo,-15.0,108.0,Right,1,1,4,3,Missed,-,-,-,-,-,-
33318,EngPr,2463088,2018-03-10,15:00:00,Huddersfield Town,Swansea City,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,85:25,S. Mounie,6.0,37.0,Head,1,4,2,0,Missed,F. Hadergjonaj,Cross High,-125.0,58.0,C. Quaner,Open Play Pass
33297,EngPr,2463087,2018-03-10,15:00:00,Everton,Brighton & Hove Albion,poorchance,poorchance,Everton,Open Play,82:22,T. Davies,-35.0,102.0,Right,1,1,3,3,Missed,-,-,-,-,-,-
33295,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,goodchance,goodchance,Leicester City,Open Play,80:23,R. Mahrez,-35.0,54.0,Left,2,4,2,0,Defended,M. Albrighton,Open Play Pass,24.0,240.0,K. Schmeichel,Open Play Pass
33294,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,greatchance,greatchance,Leicester City,Open Play,73:34,J. Vardy,27.0,36.0,Left,3,4,1,0,Saved,K. Iheanacho,Open Play Pass,56.0,89.0,J. Vardy,Open Play Pass
33281,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,84:03,R. Mahrez,-33.0,96.0,Left,2,3,2,0,Missed,K. Iheanacho,Open Play Pass,-17.0,284.0,B. Chilwell,Open Play Pass
33282,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,02:46,D. Gray,4.0,93.0,Right,3,5,3,0,Defended,R. Mahrez,Open Play Pass,-2.0,157.0,W. Morgan,Open Play Pass
33283,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,greatchance,greatchance,Leicester City,Dangerous Moment,11:18,J. Vardy,5.0,22.0,Head,0,1,1,0,Missed,R. Mahrez,Cross High,-63.0,93.0,S. Okazaki,Open Play Pass
33284,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,fairlygoodchance,fairlygoodchance,West Bromwich Albion,Open Play,12:44,C. Brunt,41.0,76.0,Left,2,1,3,0,Missed,A. Nyom,Cross High,-122.0,55.0,O. Burke,Open Play Pass
33285,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,West Bromwich Albion,Open Play,15:50,G. Krychowiak,2.0,78.0,Left,3,3,3,0,Saved,S. Rondon,Open Play Pass,-54.0,50.0,G. Krychowiak,Open Play Pass
33286,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,20:17,H. Maguire,-6.0,109.0,Right,2,1,2,2,Defended,Iborra,Open Play Pass,-92.0,127.0,D. Simpson,Open Play Pass
33287,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,West Bromwich Albion,Open Play,27:09,G. Krychowiak,-32.0,76.0,Left,2,2,4,3,Missed,O. Burke,Open Play Pass,-14.0,32.0,C. Brunt,Corner
33288,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,33:56,D. Gray,65.0,45.0,Right,2,3,2,1,Defended,Iborra,Open Play Pass,39.0,95.0,R. Mahrez,Open Play Pass
33289,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,goodchance,goodchance,Leicester City,Open Play,35:22,S. Okazaki,-21.0,15.0,Head,3,3,2,0,Saved,D. Gray,Cross High,102.0,13.0,D. Simpson,Open Play Pass
33291,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,verygoodchance,verygoodchance,West Bromwich Albion,Open Play,41:28,S. Rondon,-17.0,46.0,Right,3,4,2,0,Defended,G. Krychowiak,Open Play Pass,-108.0,240.0,A. Nyom,Open Play Pass
33292,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Dangerous Moment,54:36,D. Gray,78.0,22.0,Left,2,2,3,0,Saved,S. Okazaki,Open Play Pass,92.0,10.0,-,-
33293,EngPr,2463092,2018-03-10,15:00:00,West Bromwich Albion,Leicester City,poorchance,poorchance,Leicester City,Open Play,55:50,D. Gray,48.0,70.0,Right,3,3,2,0,Defended,Iborra,Open Play Pass,-3.0,224.0,-,-
33246,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,goodchance,goodchance,Liverpool,Open Play,47:43,V. van Dijk,10.0,27.0,Head,2,3,3,1,Missed,Mohamed Salah,Corner,-136.0,2.0,T. Alexander-Arnold,Corner Won
33244,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,40:00,A. Oxlade-Chamberlain,-59.0,102.0,Right,2,4,2,0,Defended,Roberto Firmino,Open Play Pass,50.0,167.0,J. Milner,Open Play Pass
33243,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,greatchance,greatchance,Manchester United,Open Play,37:48,Mata,-4.0,32.0,Left,1,1,1,0,Missed,A. Sanchez,Cross High,92.0,45.0,A. Valencia,Open Play Pass
33236,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,goodchance,goodchance,Liverpool,Open Play,95:25,Mohamed Salah,-33.0,50.0,Left,1,3,4,1,Missed,V. van Dijk,Open Play Pass,26.0,44.0,J. Milner,Corner
33237,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,89:04,G. Wijnaldum,-24.0,90.0,Right,2,2,4,2,Defended,D. Solanke,Open Play Pass,-4.0,57.0,Roberto Firmino,Open Play Pass
33238,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,goodchance,goodchance,Liverpool,Dangerous Moment,81:25,S. Mane,-16.0,57.0,Right,0,3,1,0,Defended,Roberto Firmino,Open Play Pass,5.0,54.0,S. Mane,Open Play Pass
33239,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,63:00,J. Milner,-32.0,114.0,Right,1,1,2,0,Missed,S. Mane,Open Play Pass,2.0,87.0,Mohamed Salah,Open Play Pass
33240,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,greatchance,greatchance,Liverpool,Open Play,22:33,V. van Dijk,7.0,14.0,Other,1,2,1,0,Missed,J. Milner,Corner,136.0,0.0,Roberto Firmino,Corner Won
33241,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,28:03,Roberto Firmino,-60.0,55.0,Left,2,1,3,0,Saved,A. Robertson,Open Play Pass,43.0,185.0,A. Oxlade-Chamberlain,Open Play Pass
33242,EngPr,2463089,2018-03-10,12:30:00,Manchester United,Liverpool,poorchance,poorchance,Liverpool,Open Play,30:47,Roberto Firmino,-3.0,115.0,Right,3,2,2,0,Saved,A. Robertson,Open Play Pass,53.0,143.0,J. Milner,Open Play Pass
